complaint_id,institution_id,received_date,complainant_doc_type,product_category,channel,motivo_code,severity,description_text,description_language,complainant_age_range,complainant_district,submission_method,original_reference_id,resolution_status
COP-2026-0000177,SBS-005678,2026-04-26,DNI,DEPOSITOS,APP_MOVIL,OPERACION_NO_RECONOCIDA,CRITICAL,Mi reclamo previo no fue atendido por COOPAC_DEMO_002. Solicito una nueva revisión del caso relacionado con mi cuenta de depósitos y el cargo de S/ 70.43.,es,45_54,040101,POS,,pendiente
COP-2026-0000178,SBS-005678,2026-03-19,RUC,AFP_PENSIONES,CORREO,CALIDAD_SERVICIO,HIGH,Hay una demora excesiva en la atención de mi solicitud sobre fondo de pensiones. Llevo más de 30 días esperando respuesta sobre el cargo de 10.36.,es,25_34,150102,APP_MOVIL,,pendiente
COP-2026-0000179,SBS-005678,2026-03-05,DNI,TARJETA_CREDITO,WEB,DEMORA_ATENCION,HIGH,"COOPAC_DEMO_002 aplicó intereses no informados a mi tarjeta de crédito, lo que sumó S/ 317.91 adicionales en el último estado de cuenta del 2026-03-05.",es,35_44,070101,AGENCIA,,pendiente
COP-2026-0000180,SBS-005678,2026-05-14,RUC,TARJETA_CREDITO,PRESENCIAL_SBS,DEMORA_ATENCION,HIGH,El 2026-05-14 realicé un retiro por presencial en SBS de 407.06 soles y nunca recibí el dinero. COOPAC_DEMO_002 dice que la operación fue exitosa pero no es así.,es,UNDER_25,150115,AGENCIA,,pendiente
COP-2026-0000181,SBS-005678,2026-03-22,CE,CREDITOS,TELEFONO,INCUMPLIMIENTO_CONTRATO,HIGH,El día 2026-03-22 intenté realizar una operación de 159.29 soles por la línea telefónica y el sistema mostró un error. La operación nunca se completó pero el monto fue descontado.,es,55_64,140101,CAJERO,,pendiente
COP-2026-0000182,SBS-005678,2026-03-22,PASAPORTE,AFP_PENSIONES,CORREO,INCUMPLIMIENTO_CONTRATO,HIGH,Mi reclamo previo no fue atendido por COOPAC_DEMO_002. Solicito una nueva revisión del caso relacionado con mi fondo de pensiones y el cargo de S/ 185.34.,es,OVER_64,150133,APP_MOVIL,,pendiente
COP-2026-0000183,SBS-005678,2026-03-17,CE,OTRO,APP_MOVIL,DEMORA_ATENCION,LOW,El cobro de membresía anual en mi producto bancario por S/ 229.28 no estaba acordado. Pido la devolución y aclaración de los términos.,es,35_44,150115,APP_MOVIL,,pendiente
COP-2026-0000184,SBS-005678,2026-05-07,DNI,CREDITOS,AGENCIA,INCUMPLIMIENTO_CONTRATO,HIGH,Mi crédito reporta movimientos que yo no he realizado por un total de S/ 66.53. Reporté el caso por agencia pero no he recibido respuesta de COOPAC_DEMO_002.,es,OVER_64,140101,CAJERO,,pendiente
COP-2026-0000185,SBS-005678,2026-04-26,DNI,TARJETA_DEBITO,APP_MOVIL,DEMORA_ATENCION,CRITICAL,Se realizó un cargo no autorizado por S/ 100.55 en mi tarjeta de débito el 2026-04-26. Solicito la reversa inmediata y revisión del estado de cuenta.,es,35_44,150111,POS,,pendiente
COP-2026-0000186,SBS-005678,2026-04-24,CE,SEGUROS,AGENCIA,OPERACION_NO_RECONOCIDA,HIGH,El cobro de membresía anual en mi seguro por S/ 822.52 no estaba acordado. Pido la devolución y aclaración de los términos.,es,55_64,150101,WEB,,pendiente
COP-2026-0000187,SBS-005678,2026-05-02,PASAPORTE,CREDITOS,APP_MOVIL,DEMORA_ATENCION,LOW,Hay una demora excesiva en la atención de mi solicitud sobre crédito. Llevo más de 30 días esperando respuesta sobre el cargo de 279.65.,es,35_44,040106,APP_MOVIL,,pendiente
COP-2026-0000188,SBS-005678,2026-04-05,CE,DEPOSITOS,AGENCIA,INCUMPLIMIENTO_CONTRATO,HIGH,Solicité información sobre comisiones en mi cuenta de depósitos el 2026-04-05. La información que me proporcionó COOPAC_DEMO_002 no coincide con lo que aparece en el contrato firmado.,es,UNDER_25,150133,WEB,,pendiente
COP-2026-0000189,SBS-005678,2026-05-14,DNI,TARJETA_CREDITO,CORREO,INCUMPLIMIENTO_CONTRATO,HIGH,Mi tarjeta de crédito reporta movimientos que yo no he realizado por un total de S/ 357.12. Reporté el caso por correo electrónico pero no he recibido respuesta de COOPAC_DEMO_002.,es,OVER_64,040106,CAJERO,,pendiente
COP-2026-0000190,SBS-005678,2026-04-21,DNI,TARJETA_CREDITO,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,CRITICAL,El cobro de membresía anual en mi tarjeta de crédito por S/ 101.83 no estaba acordado. Pido la devolución y aclaración de los términos.,es,OVER_64,150107,APP_MOVIL,,pendiente
COP-2026-0000191,SBS-005678,2026-03-15,PASAPORTE,COOPAC,PRESENCIAL_SBS,CALIDAD_SERVICIO,MEDIUM,Mi reclamo previo no fue atendido por COOPAC_DEMO_002. Solicito una nueva revisión del caso relacionado con mi cuenta de cooperativa y el cargo de S/ 160.38.,es,UNDER_25,040101,AGENCIA,,pendiente
COP-2026-0000192,SBS-005678,2026-03-30,RUC,CREDITOS,TELEFONO,INCUMPLIMIENTO_CONTRATO,HIGH,Solicité información sobre comisiones en mi crédito el 2026-03-30. La información que me proporcionó COOPAC_DEMO_002 no coincide con lo que aparece en el contrato firmado.,es,35_44,040106,AGENCIA,,pendiente
COP-2026-0000193,SBS-005678,2026-03-17,CE,CREDITOS,WEB,CALIDAD_SERVICIO,MEDIUM,Me cancelaron mi crédito sin previo aviso el 2026-03-17. Necesito conocer los motivos y recuperar el saldo de 324.32 soles.,es,25_34,150115,CAJERO,,pendiente
COP-2026-0000194,SBS-005678,2026-05-20,RUC,TARJETA_CREDITO,PRESENCIAL_SBS,OPERACION_NO_RECONOCIDA,MEDIUM,Solicité información sobre comisiones en mi tarjeta de crédito el 2026-05-20. La información que me proporcionó COOPAC_DEMO_002 no coincide con lo que aparece en el contrato firmado.,es,25_34,150115,AGENCIA,,pendiente
COP-2026-0000195,SBS-005678,2026-03-23,DNI,TARJETA_CREDITO,CORREO,COBRO_INDEBIDO,LOW,Mi reclamo previo no fue atendido por COOPAC_DEMO_002. Solicito una nueva revisión del caso relacionado con mi tarjeta de crédito y el cargo de S/ 595.92.,es,55_64,150111,CAJERO,,pendiente
COP-2026-0000196,SBS-005678,2026-05-20,DNI,OTRO,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,HIGH,Realicé una transferencia por la app móvil el 2026-05-20 por S/ 457.71. El dinero salió de mi cuenta pero no llegó al destinatario.,es,35_44,150107,APP_MOVIL,,pendiente
COP-2026-0000197,SBS-005678,2026-03-19,DNI,DEPOSITOS,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,CRITICAL,Hay una demora excesiva en la atención de mi solicitud sobre cuenta de depósitos. Llevo más de 30 días esperando respuesta sobre el cargo de 312.44.,es,25_34,150115,AGENCIA,,pendiente
COP-2026-0000198,SBS-005678,2026-02-28,RUC,DEPOSITOS,AGENCIA,DEMORA_ATENCION,HIGH,El día 2026-02-28 intenté realizar una operación de 1199.08 soles por agencia y el sistema mostró un error. La operación nunca se completó pero el monto fue descontado.,es,OVER_64,140101,APP_MOVIL,,pendiente
COP-2026-0000199,SBS-005678,2026-02-26,DNI,TARJETA_CREDITO,AGENCIA,INCUMPLIMIENTO_CONTRATO,LOW,Realicé una transferencia por agencia el 2026-02-26 por S/ 868.34. El dinero salió de mi cuenta pero no llegó al destinatario.,es,35_44,150111,AGENCIA,,pendiente
COP-2026-0000200,SBS-005678,2026-03-12,RUC,CREDITOS,AGENCIA,COBRO_INDEBIDO,CRITICAL,Mi reclamo previo no fue atendido por COOPAC_DEMO_002. Solicito una nueva revisión del caso relacionado con mi crédito y el cargo de S/ 377.38.,es,OVER_64,140101,CAJERO,,pendiente
