complaint_id,institution_id,received_date,complainant_doc_type,product_category,channel,motivo_code,severity,description_text,description_language,complainant_age_range,complainant_district,submission_method,original_reference_id,resolution_status
FIN-2026-0000178,SBS-009012,2026-04-16,DNI,DEPOSITOS,TELEFONO,INCUMPLIMIENTO_CONTRATO,LOW,El 2026-04-16 realicé un retiro por la línea telefónica de 1056.60 soles y nunca recibí el dinero. FINANCIERA_DEMO_003 dice que la operación fue exitosa pero no es así.,es,UNDER_25,150107,POS,,pendiente
FIN-2026-0000179,SBS-009012,2026-04-01,DNI,TARJETA_CREDITO,AGENCIA,COBRO_INDEBIDO,LOW,El día 2026-04-01 intenté realizar una operación de 635.88 soles por agencia y el sistema mostró un error. La operación nunca se completó pero el monto fue descontado.,es,OVER_64,140101,AGENCIA,,pendiente
FIN-2026-0000180,SBS-009012,2026-04-09,DNI,SEGUROS,WEB,CALIDAD_SERVICIO,CRITICAL,Me cancelaron mi seguro sin previo aviso el 2026-04-09. Necesito conocer los motivos y recuperar el saldo de 368.30 soles.,es,45_54,150101,POS,,pendiente
FIN-2026-0000181,SBS-009012,2026-04-25,DNI,TARJETA_CREDITO,PRESENCIAL_SBS,COBRO_INDEBIDO,CRITICAL,Me cancelaron mi tarjeta de crédito sin previo aviso el 2026-04-25. Necesito conocer los motivos y recuperar el saldo de 558.48 soles.,es,OVER_64,040101,WEB,,pendiente
FIN-2026-0000182,SBS-009012,2026-05-15,PASAPORTE,AFP_PENSIONES,TELEFONO,INCUMPLIMIENTO_CONTRATO,HIGH,Me cancelaron mi fondo de pensiones sin previo aviso el 2026-05-15. Necesito conocer los motivos y recuperar el saldo de 440.37 soles.,es,45_54,150107,AGENCIA,,pendiente
FIN-2026-0000183,SBS-009012,2026-04-19,CE,DEPOSITOS,APP_MOVIL,DEMORA_ATENCION,MEDIUM,El cobro de membresía anual en mi cuenta de depósitos por S/ 142.43 no estaba acordado. Pido la devolución y aclaración de los términos.,es,25_34,040101,POS,,pendiente
FIN-2026-0000184,SBS-009012,2026-03-31,DNI,CREDITOS,APP_MOVIL,DEMORA_ATENCION,CRITICAL,Solicité información sobre comisiones en mi crédito el 2026-03-31. La información que me proporcionó FINANCIERA_DEMO_003 no coincide con lo que aparece en el contrato firmado.,es,UNDER_25,140101,POS,,pendiente
FIN-2026-0000185,SBS-009012,2026-05-08,DNI,CREDITOS,APP_MOVIL,CALIDAD_SERVICIO,CRITICAL,El día 2026-05-08 intenté realizar una operación de 926.04 soles por la app móvil y el sistema mostró un error. La operación nunca se completó pero el monto fue descontado.,es,35_44,140101,AGENCIA,,pendiente
FIN-2026-0000186,SBS-009012,2026-04-08,RUC,TARJETA_CREDITO,AGENCIA,INCUMPLIMIENTO_CONTRATO,LOW,"La publicidad de mi tarjeta de crédito prometía cero comisiones, pero el 2026-04-08 me cobraron S/ 766.45 por mantenimiento. Esto es publicidad engañosa.",es,55_64,140101,CAJERO,,pendiente
FIN-2026-0000187,SBS-009012,2026-04-09,DNI,CREDITOS,WEB,DEMORA_ATENCION,HIGH,Realicé una transferencia por la web el 2026-04-09 por S/ 82.12. El dinero salió de mi cuenta pero no llegó al destinatario.,es,OVER_64,150115,WEB,,pendiente
FIN-2026-0000188,SBS-009012,2026-05-07,CE,TARJETA_DEBITO,APP_MOVIL,CALIDAD_SERVICIO,HIGH,Mi reclamo previo no fue atendido por FINANCIERA_DEMO_003. Solicito una nueva revisión del caso relacionado con mi tarjeta de débito y el cargo de S/ 105.02.,es,OVER_64,040101,AGENCIA,,pendiente
FIN-2026-0000189,SBS-009012,2026-04-11,RUC,CREDITOS,AGENCIA,OPERACION_NO_RECONOCIDA,HIGH,Se realizó un cargo no autorizado por S/ 23.02 en mi crédito el 2026-04-11. Solicito la reversa inmediata y revisión del estado de cuenta.,es,55_64,150101,APP_MOVIL,,pendiente
FIN-2026-0000190,SBS-009012,2026-02-25,CE,TARJETA_DEBITO,APP_MOVIL,DEMORA_ATENCION,HIGH,"La publicidad de mi tarjeta de débito prometía cero comisiones, pero el 2026-02-25 me cobraron S/ 256.17 por mantenimiento. Esto es publicidad engañosa.",es,25_34,040106,CAJERO,,pendiente
FIN-2026-0000191,SBS-009012,2026-03-12,CE,DEPOSITOS,TELEFONO,COBRO_INDEBIDO,HIGH,El cobro de membresía anual en mi cuenta de depósitos por S/ 135.45 no estaba acordado. Pido la devolución y aclaración de los términos.,es,25_34,150115,CAJERO,,pendiente
FIN-2026-0000192,SBS-009012,2026-03-05,DNI,AFP_PENSIONES,APP_MOVIL,OPERACION_NO_RECONOCIDA,HIGH,El día 2026-03-05 intenté realizar una operación de 28.95 soles por la app móvil y el sistema mostró un error. La operación nunca se completó pero el monto fue descontado.,es,35_44,150133,APP_MOVIL,,pendiente
FIN-2026-0000193,SBS-009012,2026-05-02,PASAPORTE,TARJETA_DEBITO,TELEFONO,DEMORA_ATENCION,LOW,El cobro de membresía anual en mi tarjeta de débito por S/ 360.96 no estaba acordado. Pido la devolución y aclaración de los términos.,es,45_54,150102,POS,,pendiente
FIN-2026-0000194,SBS-009012,2026-04-24,RUC,CREDITOS,APP_MOVIL,CALIDAD_SERVICIO,HIGH,"FINANCIERA_DEMO_003 aplicó intereses no informados a mi crédito, lo que sumó S/ 225.04 adicionales en el último estado de cuenta del 2026-04-24.",es,45_54,150115,AGENCIA,,pendiente
FIN-2026-0000195,SBS-009012,2026-04-28,CE,DEPOSITOS,TELEFONO,DEMORA_ATENCION,HIGH,Se realizó un cargo no autorizado por S/ 178.76 en mi cuenta de depósitos el 2026-04-28. Solicito la reversa inmediata y revisión del estado de cuenta.,es,35_44,140101,APP_MOVIL,,pendiente
FIN-2026-0000196,SBS-009012,2026-05-16,DNI,TARJETA_CREDITO,CORREO,INCUMPLIMIENTO_CONTRATO,MEDIUM,Mi reclamo previo no fue atendido por FINANCIERA_DEMO_003. Solicito una nueva revisión del caso relacionado con mi tarjeta de crédito y el cargo de S/ 37.42.,es,45_54,040101,WEB,,pendiente
FIN-2026-0000197,SBS-009012,2026-02-27,RUC,CREDITOS,WEB,COBRO_INDEBIDO,CRITICAL,"La publicidad de mi crédito prometía cero comisiones, pero el 2026-02-27 me cobraron S/ 123.31 por mantenimiento. Esto es publicidad engañosa.",es,25_34,070101,APP_MOVIL,,pendiente
FIN-2026-0000198,SBS-009012,2026-02-28,CE,OTRO,WEB,OPERACION_NO_RECONOCIDA,CRITICAL,Mi reclamo previo no fue atendido por FINANCIERA_DEMO_003. Solicito una nueva revisión del caso relacionado con mi producto bancario y el cargo de S/ 132.15.,es,OVER_64,150101,CAJERO,,pendiente
FIN-2026-0000199,SBS-009012,2026-05-08,CE,AFP_PENSIONES,WEB,INCUMPLIMIENTO_CONTRATO,CRITICAL,El 2026-05-08 realicé un retiro por la web de 308.66 soles y nunca recibí el dinero. FINANCIERA_DEMO_003 dice que la operación fue exitosa pero no es así.,es,25_34,150101,AGENCIA,,pendiente
FIN-2026-0000200,SBS-009012,2026-03-19,DNI,TARJETA_CREDITO,TELEFONO,DEMORA_ATENCION,HIGH,El 2026-03-19 realicé un retiro por la línea telefónica de 283.44 soles y nunca recibí el dinero. FINANCIERA_DEMO_003 dice que la operación fue exitosa pero no es así.,es,55_64,140101,POS,,pendiente
